word,number
http api pinterest com,2
api pinterest com,1
\u05d4\u05e8\u05e9\u05de\u05d4 \u05dc\u05e8\u05e9\u05ea \u05e4\u05d9\u05e0\u05d8\u05e8\u05e1\u05d8,1
api pinterest com 443,1
https api pinterest com,1
