word,number
https storage googleapis com,2
http storage googleapis com,2
storage googleapis com,1
\u0445\u0442\u0442\u043f \u0441\u0442\u043e\u0440\u0430\u0433\u0435 \u0433\u043e\u043e\u0433\u043b\u0435\u0430\u043f\u0438\u0441 \u0446\u043e\u043c,1
googleapis,1
storage,1
download video,1
http storage googleapis com 443,1
credit,1
storage googleapis com 443,1
com googleapis storage,1
photo 1,1
