word,number
krxd net,2
3 krxd net,1
https krxd net,1
\u7121\u6599\u30a8\u30ed\u52d5\u753b yourfilehost\u3067av\u5973\u512a\u5927\u597d\u304d,1
rfilehost\u3067av\u5973\u512a\u5927\u597d\u304d,1
http krxd net,1
