word,number
https abs twimg com,2
http abs twimg com,2
http www abs twimg com,1
abs twimg com,1
\u7d9a\u304d\u3092\u8aad\u3080,1
https abs twimg com 443,1
http abs twimg com 443,1
abs twimg com 443,1
